;Invoice ID;Branch;Cidade;Customer type;Gênero;Linha de produto;Preço unitário;Quantidade;Tax 5%;Total;Data;Time;Pagamento;cogs;gross margin percentage;gross income;Rating
159;423-57-2993;B;Adamantina;Normal;Masculino;esportes e viagens;93,39;6;28,017;588,357;3/27/2019;19:18;carteira eletrônica;560,34;4,761904762;28,017;10,0
160;894-41-5205;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;43,18;8;17,272;362,712;1/19/2019;19:39;cartão de crédito;345,44;4,761904762;17,272;8,3
161;275-28-0149;A;Tupã;Normal;Masculino;esportes e viagens;63,69;1;3,1845;66,8745;2/25/2019;16:21;dinheiro;63,69;4,761904762;3,1845;6,0
162;101-17-6199;A;Tupã;Normal;Masculino;alimentos e bebidas;45,79;7;16,0265;336,5565;3/13/2019;19:44;cartão de crédito;320,53;4,761904762;16,0265;7,0
163;423-80-0988;C;Presidente Prudente;Normal;Masculino;esportes e viagens;76,4;2;7,64;160,44;1/30/2019;19:42;carteira eletrônica;152,8;4,761904762;7,64;6,5
164;548-46-9322;B;Adamantina;Normal;Masculino;alimentos e bebidas;39,9;10;19,95;418,95;2/20/2019;15:24;cartão de crédito;399,0;4,761904762;19,95;5,9
165;505-02-0892;B;Adamantina;Member;Masculino;saúde e beleza;42,57;8;17,028;357,588;2/25/2019;14:12;carteira eletrônica;340,56;4,761904762;17,028;5,6
166;234-65-2137;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;95,58;10;47,79;1003,59;1/16/2019;13:32;dinheiro;955,8;4,761904762;47,79;4,8
167;687-47-8271;A;Tupã;Normal;Masculino;acessórios fashions;98,98;10;49,49;1039,29;2/8/2019;16:20;cartão de crédito;989,8;4,761904762;49,49;8,7
168;796-32-9050;A;Tupã;Normal;Masculino;alimentos e bebidas;51,28;6;15,384;323,064;1/19/2019;16:31;dinheiro;307,68;4,761904762;15,384;6,5
169;105-31-1824;A;Tupã;Member;Masculino;esportes e viagens;69,52;7;24,332;510,972;2/1/2019;15:10;cartão de crédito;486,64;4,761904762;24,332;8,5
170;249-42-3782;A;Tupã;Normal;Masculino;saúde e beleza;70,01;5;17,5025;367,5525;1/3/2019;11:36;carteira eletrônica;350,05;4,761904762;17,5025;5,5
171;316-55-4634;B;Adamantina;Member;Masculino;alimentos e bebidas;80,05;5;20,0125;420,2625;1/26/2019;12:45;cartão de crédito;400,25;4,761904762;20,0125;9,4
172;733-33-4967;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;20,85;8;8,34;175,14;3/3/2019;19:17;dinheiro;166,8;4,761904762;8,34;6,3
173;608-27-6295;B;Adamantina;Member;Masculino;acessórios eletronicos;52,89;6;15,867;333,207;1/19/2019;17:34;cartão de crédito;317,34;4,761904762;15,867;9,8
174;414-12-7047;B;Adamantina;Normal;Masculino;alimentos e bebidas;19,79;8;7,916;166,236;1/18/2019;12:04;carteira eletrônica;158,32;4,761904762;7,916;8,7
175;827-26-2100;A;Tupã;Member;Masculino;casa e estilo de vida;33,84;9;15,228;319,788;3/21/2019;16:21;carteira eletrônica;304,56;4,761904762;15,228;8,8
176;175-54-2529;A;Tupã;Member;Masculino;alimentos e bebidas;22,17;8;8,868;186,228;3/3/2019;17:01;cartão de crédito;177,36;4,761904762;8,868;9,6
177;139-52-2867;C;Presidente Prudente;Normal;Feminino;acessórios fashions;22,51;7;7,8785;165,4485;2/13/2019;10:50;cartão de crédito;157,57;4,761904762;7,8785;4,8
178;407-63-8975;A;Tupã;Normal;Masculino;alimentos e bebidas;73,88;6;22,164;465,444;3/23/2019;19:16;carteira eletrônica;443,28;4,761904762;22,164;4,4
179;342-65-4817;C;Presidente Prudente;Member;Masculino;saúde e beleza;86,8;3;13,02;273,42;1/28/2019;16:47;carteira eletrônica;260,4;4,761904762;13,02;9,9
180;130-98-8941;C;Presidente Prudente;Normal;Masculino;acessórios fashions;64,26;7;22,491;472,311;2/9/2019;10:00;dinheiro;449,82;4,761904762;22,491;5,7
181;434-83-9547;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;38,47;8;15,388;323,148;1/23/2019;11:51;dinheiro;307,76;4,761904762;15,388;7,7
182;851-28-6367;A;Tupã;Member;Masculino;esportes e viagens;15,5;10;7,75;162,75;3/23/2019;10:55;carteira eletrônica;155,0;4,761904762;7,75;8,0
183;824-88-3614;C;Presidente Prudente;Normal;Masculino;saúde e beleza;34,31;8;13,724;288,204;1/25/2019;15:00;carteira eletrônica;274,48;4,761904762;13,724;5,7
184;586-25-0848;A;Tupã;Normal;Feminino;esportes e viagens;12,34;7;4,319;90,699;3/4/2019;11:19;cartão de crédito;86,38;4,761904762;4,319;6,7
185;895-66-0685;B;Adamantina;Member;Masculino;alimentos e bebidas;18,08;3;2,712;56,952;3/5/2019;19:46;carteira eletrônica;54,24;4,761904762;2,712;8,0
186;305-14-0245;B;Adamantina;Member;Feminino;casa e estilo de vida;94,49;8;37,796;793,716;3/3/2019;19:00;carteira eletrônica;755,92;4,761904762;37,796;7,5
187;732-04-5373;B;Adamantina;Member;Masculino;casa e estilo de vida;46,47;4;9,294;195,174;2/8/2019;10:53;dinheiro;185,88;4,761904762;9,294;7,0
188;400-60-7251;A;Tupã;Normal;Masculino;casa e estilo de vida;74,07;1;3,7035;77,7735;2/10/2019;12:50;carteira eletrônica;74,07;4,761904762;3,7035;9,9
189;593-65-1552;C;Presidente Prudente;Normal;Feminino;casa e estilo de vida;69,81;4;13,962;293,202;1/28/2019;20:50;cartão de crédito;279,24;4,761904762;13,962;5,9
190;284-34-9626;B;Adamantina;Normal;Feminino;casa e estilo de vida;77,04;3;11,556;242,676;2/11/2019;10:39;cartão de crédito;231,12;4,761904762;11,556;7,2
191;437-58-8131;B;Adamantina;Normal;Feminino;acessórios fashions;73,52;2;7,352;154,392;1/15/2019;13:41;carteira eletrônica;147,04;4,761904762;7,352;4,6
192;286-43-6208;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;87,8;9;39,51;829,71;3/16/2019;19:08;dinheiro;790,2;4,761904762;39,51;9,2
193;641-43-2399;B;Adamantina;Normal;Masculino;casa e estilo de vida;25,55;4;5,11;107,31;1/26/2019;20:23;carteira eletrônica;102,2;4,761904762;5,11;5,7
194;831-07-6050;A;Tupã;Normal;Masculino;acessórios eletronicos;32,71;5;8,1775;171,7275;3/19/2019;11:30;cartão de crédito;163,55;4,761904762;8,1775;9,9
195;556-86-3144;C;Presidente Prudente;Member;Feminino;acessórios fashions;74,29;1;3,7145;78,0045;1/13/2019;19:30;dinheiro;74,29;4,761904762;3,7145;5,0
196;848-24-9445;C;Presidente Prudente;Member;Masculino;saúde e beleza;43,7;2;4,37;91,77;3/26/2019;18:03;dinheiro;87,4;4,761904762;4,37;4,9
197;856-22-8149;A;Tupã;Normal;Feminino;casa e estilo de vida;25,29;1;1,2645;26,5545;3/23/2019;10:13;carteira eletrônica;25,29;4,761904762;1,2645;6,1
198;699-01-4164;C;Presidente Prudente;Normal;Masculino;saúde e beleza;41,5;4;8,3;174,3;3/12/2019;19:58;cartão de crédito;166,0;4,761904762;8,3;8,2
199;420-11-4919;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;71,39;5;17,8475;374,7975;2/17/2019;19:57;cartão de crédito;356,95;4,761904762;17,8475;5,5
200;606-80-4905;C;Presidente Prudente;Member;Feminino;esportes e viagens;19,15;6;5,745;120,645;1/29/2019;10:01;cartão de crédito;114,9;4,761904762;5,745;6,8
201;542-41-0513;B;Adamantina;Member;Feminino;acessórios eletronicos;57,49;4;11,498;241,458;3/15/2019;11:57;dinheiro;229,96;4,761904762;11,498;6,6
202;426-39-2418;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;61,41;7;21,4935;451,3635;1/14/2019;10:02;dinheiro;429,87;4,761904762;21,4935;9,8
203;875-46-5808;B;Adamantina;Member;Masculino;saúde e beleza;25,9;10;12,95;271,95;2/6/2019;14:51;carteira eletrônica;259,0;4,761904762;12,95;8,7
204;394-43-4238;B;Adamantina;Member;Masculino;casa e estilo de vida;17,77;5;4,4425;93,2925;2/15/2019;12:42;cartão de crédito;88,85;4,761904762;4,4425;5,4
205;749-24-1565;A;Tupã;Normal;Feminino;saúde e beleza;23,03;9;10,3635;217,6335;1/3/2019;12:02;carteira eletrônica;207,27;4,761904762;10,3635;7,9
206;672-51-8681;C;Presidente Prudente;Member;Feminino;acessórios eletronicos;66,65;9;29,9925;629,8425;1/4/2019;18:19;cartão de crédito;599,85;4,761904762;29,9925;9,7
207;263-87-5680;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;28,53;10;14,265;299,565;3/18/2019;17:38;carteira eletrônica;285,3;4,761904762;14,265;7,8
208;573-58-9734;B;Adamantina;Normal;Feminino;acessórios fashions;30,37;3;4,5555;95,6655;3/28/2019;13:41;carteira eletrônica;91,11;4,761904762;4,5555;5,1
209;817-69-8206;B;Adamantina;Normal;Feminino;acessórios eletronicos;99,73;9;44,8785;942,4485;3/2/2019;19:42;cartão de crédito;897,57;4,761904762;44,8785;6,5
210;888-02-0338;A;Tupã;Normal;Masculino;acessórios eletronicos;26,23;9;11,8035;247,8735;1/25/2019;20:24;carteira eletrônica;236,07;4,761904762;11,8035;5,9
211;677-11-0152;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;93,26;9;41,967;881,307;1/16/2019;18:08;dinheiro;839,34;4,761904762;41,967;8,8
212;142-63-6033;B;Adamantina;Normal;Masculino;casa e estilo de vida;92,36;5;23,09;484,89;3/20/2019;19:17;carteira eletrônica;461,8;4,761904762;23,09;4,9
213;656-16-1063;B;Adamantina;Normal;Masculino;esportes e viagens;46,42;3;6,963;146,223;1/4/2019;13:24;cartão de crédito;139,26;4,761904762;6,963;4,4
214;891-58-8335;B;Adamantina;Member;Feminino;esportes e viagens;29,61;7;10,3635;217,6335;3/11/2019;15:53;dinheiro;207,27;4,761904762;10,3635;6,5
215;802-43-8934;A;Tupã;Normal;Masculino;casa e estilo de vida;18,28;1;0,914;19,194;3/22/2019;15:05;cartão de crédito;18,28;4,761904762;0,914;8,3
216;560-30-5617;B;Adamantina;Normal;Feminino;esportes e viagens;24,77;5;6,1925;130,0425;3/24/2019;18:27;dinheiro;123,85;4,761904762;6,1925;8,5
217;319-74-2561;A;Tupã;Member;Feminino;acessórios eletronicos;94,64;3;14,196;298,116;2/21/2019;16:55;dinheiro;283,92;4,761904762;14,196;5,5
218;549-03-9315;B;Adamantina;Normal;Masculino;acessórios fashions;94,87;8;37,948;796,908;2/12/2019;12:58;carteira eletrônica;758,96;4,761904762;37,948;8,7
219;790-29-1172;B;Adamantina;Normal;Feminino;alimentos e bebidas;57,34;3;8,601;180,621;3/10/2019;18:59;cartão de crédito;172,02;4,761904762;8,601;7,9
220;239-36-3640;B;Adamantina;Normal;Masculino;acessórios eletronicos;45,35;6;13,605;285,705;1/31/2019;13:44;carteira eletrônica;272,1;4,761904762;13,605;6,1
221;468-01-2051;B;Adamantina;Normal;Masculino;alimentos e bebidas;62,08;7;21,728;456,288;3/6/2019;13:46;carteira eletrônica;434,56;4,761904762;21,728;5,4
222;389-25-3394;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;11,81;5;2,9525;62,0025;2/17/2019;18:06;dinheiro;59,05;4,761904762;2,9525;9,4
223;279-62-1445;C;Presidente Prudente;Member;Feminino;acessórios fashions;12,54;1;0,627;13,167;2/21/2019;12:38;dinheiro;12,54;4,761904762;0,627;8,2
224;213-72-6612;A;Tupã;Normal;Masculino;alimentos e bebidas;43,25;2;4,325;90,825;3/20/2019;15:56;dinheiro;86,5;4,761904762;4,325;6,2
225;746-68-6593;C;Presidente Prudente;Member;Feminino;esportes e viagens;87,16;2;8,716;183,036;1/11/2019;14:29;cartão de crédito;174,32;4,761904762;8,716;9,7
226;836-82-5858;B;Adamantina;Member;Masculino;saúde e beleza;69,37;9;31,2165;655,5465;1/26/2019;19:14;carteira eletrônica;624,33;4,761904762;31,2165;4,0
227;583-72-1480;C;Presidente Prudente;Member;Masculino;acessórios eletronicos;37,06;4;7,412;155,652;1/31/2019;16:24;carteira eletrônica;148,24;4,761904762;7,412;9,7
228;466-61-5506;B;Adamantina;Member;Feminino;acessórios eletronicos;90,7;6;27,21;571,41;2/26/2019;10:52;dinheiro;544,2;4,761904762;27,21;5,3
229;721-86-6247;A;Tupã;Normal;Feminino;casa e estilo de vida;63,42;8;25,368;532,728;3/11/2019;12:55;carteira eletrônica;507,36;4,761904762;25,368;7,4
230;289-65-5721;B;Adamantina;Normal;Feminino;acessórios fashions;81,37;2;8,137;170,877;1/26/2019;19:28;dinheiro;162,74;4,761904762;8,137;6,5
231;545-46-3100;B;Adamantina;Member;Feminino;acessórios eletronicos;10,59;3;1,5885;33,3585;3/12/2019;13:52;cartão de crédito;31,77;4,761904762;1,5885;8,7
232;418-02-5978;B;Adamantina;Normal;Feminino;saúde e beleza;84,09;9;37,8405;794,6505;2/11/2019;10:54;dinheiro;756,81;4,761904762;37,8405;8,0
233;269-04-5750;B;Adamantina;Member;Masculino;acessórios fashions;73,82;4;14,764;310,044;2/21/2019;18:31;dinheiro;295,28;4,761904762;14,764;6,7
234;157-13-5295;A;Tupã;Member;Masculino;saúde e beleza;51,94;10;25,97;545,37;3/9/2019;18:24;carteira eletrônica;519,4;4,761904762;25,97;6,5
235;645-78-8093;A;Tupã;Normal;Feminino;esportes e viagens;93,14;2;9,314;195,594;1/20/2019;18:09;carteira eletrônica;186,28;4,761904762;9,314;4,1
236;211-30-9270;C;Presidente Prudente;Normal;Masculino;saúde e beleza;17,41;5;4,3525;91,4025;1/28/2019;15:16;cartão de crédito;87,05;4,761904762;4,3525;4,9
237;755-12-3214;C;Presidente Prudente;Member;Feminino;acessórios fashions;44,22;5;11,055;232,155;3/5/2019;17:07;cartão de crédito;221,1;4,761904762;11,055;8,6
238;346-84-3103;B;Adamantina;Member;Feminino;acessórios eletronicos;13,22;5;3,305;69,405;3/2/2019;19:26;dinheiro;66,1;4,761904762;3,305;4,3
239;478-06-7835;A;Tupã;Normal;Masculino;acessórios fashions;89,69;1;4,4845;94,1745;1/11/2019;11:20;carteira eletrônica;89,69;4,761904762;4,4845;4,9
240;540-11-4336;A;Tupã;Normal;Masculino;alimentos e bebidas;24,94;9;11,223;235,683;1/11/2019;16:49;cartão de crédito;224,46;4,761904762;11,223;5,6
241;448-81-5016;A;Tupã;Normal;Masculino;saúde e beleza;59,77;2;5,977;125,517;3/11/2019;12:01;cartão de crédito;119,54;4,761904762;5,977;5,8
242;142-72-4741;C;Presidente Prudente;Member;Masculino;acessórios fashions;93,2;2;9,32;195,72;2/28/2019;18:37;cartão de crédito;186,4;4,761904762;9,32;6,0
243;217-58-1179;A;Tupã;Member;Masculino;casa e estilo de vida;62,65;4;12,53;263,13;1/5/2019;11:25;dinheiro;250,6;4,761904762;12,53;4,2
244;376-02-8238;B;Adamantina;Normal;Masculino;casa e estilo de vida;93,87;8;37,548;788,508;2/2/2019;18:42;cartão de crédito;750,96;4,761904762;37,548;8,3
245;530-90-9855;A;Tupã;Member;Masculino;casa e estilo de vida;47,59;8;19,036;399,756;1/1/2019;14:47;dinheiro;380,72;4,761904762;19,036;5,7
246;866-05-7563;B;Adamantina;Member;Feminino;acessórios eletronicos;81,4;3;12,21;256,41;2/9/2019;19:43;dinheiro;244,2;4,761904762;12,21;4,8
247;604-70-6476;A;Tupã;Member;Masculino;acessórios fashions;17,94;5;4,485;94,185;1/23/2019;14:04;carteira eletrônica;89,7;4,761904762;4,485;6,8
248;799-71-1548;A;Tupã;Member;Masculino;acessórios eletronicos;77,72;4;15,544;326,424;1/7/2019;16:11;cartão de crédito;310,88;4,761904762;15,544;8,8
249;785-13-7708;B;Adamantina;Normal;Masculino;alimentos e bebidas;73,06;7;25,571;536,991;1/14/2019;19:06;cartão de crédito;511,42;4,761904762;25,571;4,2
250;845-51-0542;B;Adamantina;Member;Masculino;alimentos e bebidas;46,55;9;20,9475;439,8975;2/2/2019;15:34;carteira eletrônica;418,95;4,761904762;20,9475;6,4
251;662-47-5456;C;Presidente Prudente;Member;Masculino;acessórios fashions;35,19;10;17,595;369,495;3/17/2019;19:06;cartão de crédito;351,9;4,761904762;17,595;8,4
252;883-17-4236;C;Presidente Prudente;Normal;Feminino;esportes e viagens;14,39;2;1,439;30,219;3/2/2019;19:44;cartão de crédito;28,78;4,761904762;1,439;7,2
253;290-68-2984;A;Tupã;Normal;Masculino;casa e estilo de vida;23,75;4;4,75;99,75;3/16/2019;11:22;dinheiro;95,0;4,761904762;4,75;5,2
254;704-11-6354;A;Tupã;Member;Masculino;casa e estilo de vida;58,9;8;23,56;494,76;1/6/2019;11:23;dinheiro;471,2;4,761904762;23,56;8,9
255;110-48-7033;B;Adamantina;Member;Masculino;acessórios fashions;32,62;4;6,524;137,004;1/29/2019;14:12;dinheiro;130,48;4,761904762;6,524;9,0
256;366-93-0948;A;Tupã;Member;Masculino;acessórios eletronicos;66,35;1;3,3175;69,6675;1/31/2019;10:46;cartão de crédito;66,35;4,761904762;3,3175;9,7
257;729-09-9681;A;Tupã;Member;Masculino;casa e estilo de vida;25,91;6;7,773;163,233;2/5/2019;10:16;carteira eletrônica;155,46;4,761904762;7,773;8,7
258;151-16-1484;A;Tupã;Member;Masculino;acessórios eletronicos;32,25;4;6,45;135,45;2/13/2019;12:38;carteira eletrônica;129,0;4,761904762;6,45;6,5
259;380-94-4661;C;Presidente Prudente;Member;Masculino;acessórios eletronicos;65,94;4;13,188;276,948;2/7/2019;13:05;cartão de crédito;263,76;4,761904762;13,188;6,9
260;850-41-9669;A;Tupã;Normal;Feminino;acessórios eletronicos;75,06;9;33,777;709,317;3/19/2019;13:25;carteira eletrônica;675,54;4,761904762;33,777;6,2
261;821-07-3596;C;Presidente Prudente;Normal;Feminino;acessórios fashions;16,45;4;3,29;69,09;3/7/2019;14:53;carteira eletrônica;65,8;4,761904762;3,29;5,6
262;655-85-5130;B;Adamantina;Member;Feminino;acessórios fashions;38,3;4;7,66;160,86;3/13/2019;19:22;dinheiro;153,2;4,761904762;7,66;5,7
263;447-15-7839;A;Tupã;Member;Feminino;esportes e viagens;22,24;10;11,12;233,52;2/9/2019;11:00;dinheiro;222,4;4,761904762;11,12;4,2
264;154-74-7179;B;Adamantina;Normal;Masculino;esportes e viagens;54,45;1;2,7225;57,1725;2/26/2019;19:24;carteira eletrônica;54,45;4,761904762;2,7225;7,9
265;253-12-6086;A;Tupã;Member;Feminino;esportes e viagens;98,4;7;34,44;723,24;3/12/2019;12:43;cartão de crédito;688,8;4,761904762;34,44;8,7
266;808-65-0703;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;35,47;4;7,094;148,974;3/14/2019;17:22;cartão de crédito;141,88;4,761904762;7,094;6,9
267;571-94-0759;B;Adamantina;Member;Feminino;alimentos e bebidas;74,6;10;37,3;783,3;1/8/2019;20:55;dinheiro;746,0;4,761904762;37,3;9,5
268;144-51-6085;A;Tupã;Member;Masculino;casa e estilo de vida;70,74;4;14,148;297,108;1/5/2019;16:05;cartão de crédito;282,96;4,761904762;14,148;4,4
269;731-14-2199;A;Tupã;Member;Feminino;casa e estilo de vida;35,54;10;17,77;373,17;1/4/2019;13:34;carteira eletrônica;355,4;4,761904762;17,77;7,0
270;783-09-1637;B;Adamantina;Normal;Feminino;esportes e viagens;67,43;5;16,8575;354,0075;3/6/2019;18:13;carteira eletrônica;337,15;4,761904762;16,8575;6,3
271;687-15-1097;C;Presidente Prudente;Member;Feminino;saúde e beleza;21,12;2;2,112;44,352;1/3/2019;19:17;dinheiro;42,24;4,761904762;2,112;9,7
272;126-54-1082;A;Tupã;Member;Feminino;casa e estilo de vida;21,54;9;9,693;203,553;1/7/2019;11:44;cartão de crédito;193,86;4,761904762;9,693;8,8
273;633-91-1052;A;Tupã;Normal;Feminino;casa e estilo de vida;12,03;2;1,203;25,263;1/27/2019;15:51;dinheiro;24,06;4,761904762;1,203;5,1
274;477-24-6490;B;Adamantina;Normal;Feminino;saúde e beleza;99,71;6;29,913;628,173;2/26/2019;16:52;carteira eletrônica;598,26;4,761904762;29,913;7,9
275;566-19-5475;B;Adamantina;Normal;Masculino;acessórios fashions;47,97;7;16,7895;352,5795;1/7/2019;20:52;dinheiro;335,79;4,761904762;16,7895;6,2
276;526-86-8552;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;21,82;10;10,91;229,11;1/7/2019;17:36;dinheiro;218,2;4,761904762;10,91;7,1
277;376-56-3573;C;Presidente Prudente;Normal;Feminino;acessórios fashions;95,42;4;19,084;400,764;2/2/2019;13:23;carteira eletrônica;381,68;4,761904762;19,084;6,4
278;537-72-0426;C;Presidente Prudente;Member;Masculino;acessórios fashions;70,99;10;35,495;745,395;3/20/2019;16:28;dinheiro;709,9;4,761904762;35,495;5,7
279;828-61-5674;A;Tupã;Member;Masculino;esportes e viagens;44,02;10;22,01;462,21;3/20/2019;19:57;cartão de crédito;440,2;4,761904762;22,01;9,6
280;136-08-6195;A;Tupã;Normal;Feminino;casa e estilo de vida;69,96;8;27,984;587,664;2/15/2019;17:01;cartão de crédito;559,68;4,761904762;27,984;6,4
281;523-38-0215;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;37,0;1;1,85;38,85;3/6/2019;13:29;cartão de crédito;37,0;4,761904762;1,85;7,9
282;490-29-1201;A;Tupã;Normal;Feminino;esportes e viagens;15,34;1;0,767;16,107;1/6/2019;11:09;dinheiro;15,34;4,761904762;0,767;6,5
283;667-92-0055;A;Tupã;Member;Masculino;saúde e beleza;99,83;6;29,949;628,929;3/4/2019;15:02;carteira eletrônica;598,98;4,761904762;29,949;8,5
284;565-17-3836;A;Tupã;Member;Feminino;saúde e beleza;47,67;4;9,534;200,214;3/12/2019;14:21;dinheiro;190,68;4,761904762;9,534;9,1
285;498-41-1961;B;Adamantina;Normal;Masculino;saúde e beleza;66,68;5;16,67;350,07;2/20/2019;18:01;dinheiro;333,4;4,761904762;16,67;7,6
286;593-95-4461;C;Presidente Prudente;Member;Masculino;casa e estilo de vida;74,86;1;3,743;78,603;3/24/2019;14:49;dinheiro;74,86;4,761904762;3,743;6,9
287;226-71-3580;C;Presidente Prudente;Normal;Feminino;esportes e viagens;23,75;9;10,6875;224,4375;1/31/2019;12:02;dinheiro;213,75;4,761904762;10,6875;9,5
288;283-79-9594;B;Adamantina;Normal;Feminino;alimentos e bebidas;48,51;7;16,9785;356,5485;1/25/2019;13:30;cartão de crédito;339,57;4,761904762;16,9785;5,2
289;430-60-3493;A;Tupã;Member;Feminino;casa e estilo de vida;94,88;7;33,208;697,368;2/3/2019;14:38;dinheiro;664,16;4,761904762;33,208;4,2
290;139-20-0155;B;Adamantina;Member;Masculino;acessórios eletronicos;40,3;10;20,15;423,15;1/24/2019;17:37;cartão de crédito;403,0;4,761904762;20,15;7,0
291;558-80-4082;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;27,85;7;9,7475;204,6975;3/14/2019;17:20;carteira eletrônica;194,95;4,761904762;9,7475;6,0
292;278-97-7759;A;Tupã;Member;Feminino;acessórios eletronicos;62,48;1;3,124;65,604;2/18/2019;20:29;dinheiro;62,48;4,761904762;3,124;4,7
293;316-68-6352;A;Tupã;Member;Feminino;alimentos e bebidas;36,36;2;3,636;76,356;1/21/2019;10:00;dinheiro;72,72;4,761904762;3,636;7,1
294;585-03-5943;B;Adamantina;Normal;Masculino;saúde e beleza;18,11;10;9,055;190,155;3/13/2019;11:46;carteira eletrônica;181,1;4,761904762;9,055;5,9
295;211-05-0490;C;Presidente Prudente;Member;Feminino;acessórios eletronicos;51,92;5;12,98;272,58;3/3/2019;13:42;dinheiro;259,6;4,761904762;12,98;7,5
296;727-75-6477;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;28,84;4;5,768;121,128;3/29/2019;14:44;dinheiro;115,36;4,761904762;5,768;6,4
297;744-02-5987;A;Tupã;Member;Masculino;casa e estilo de vida;78,38;6;23,514;493,794;1/10/2019;14:16;carteira eletrônica;470,28;4,761904762;23,514;5,8
298;307-83-9164;A;Tupã;Member;Masculino;casa e estilo de vida;60,01;4;12,002;252,042;1/25/2019;15:54;dinheiro;240,04;4,761904762;12,002;4,5
299;779-06-0012;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;88,61;1;4,4305;93,0405;1/19/2019;10:21;dinheiro;88,61;4,761904762;4,4305;7,7
300;446-47-6729;C;Presidente Prudente;Normal;Masculino;acessórios fashions;99,82;2;9,982;209,622;1/2/2019;18:09;cartão de crédito;199,64;4,761904762;9,982;6,7
301;573-10-3877;B;Adamantina;Member;Masculino;saúde e beleza;39,01;1;1,9505;40,9605;3/12/2019;16:46;cartão de crédito;39,01;4,761904762;1,9505;4,7
302;735-06-4124;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;48,61;1;2,4305;51,0405;2/25/2019;15:31;dinheiro;48,61;4,761904762;2,4305;4,4
303;439-54-7422;A;Tupã;Normal;Feminino;acessórios eletronicos;51,19;4;10,238;214,998;3/18/2019;17:15;cartão de crédito;204,76;4,761904762;10,238;4,7
304;396-90-2219;B;Adamantina;Normal;Feminino;acessórios eletronicos;14,96;8;5,984;125,664;2/23/2019;12:29;dinheiro;119,68;4,761904762;5,984;8,6
305;411-77-0180;A;Tupã;Member;Masculino;acessórios eletronicos;72,2;7;25,27;530,67;3/26/2019;20:14;carteira eletrônica;505,4;4,761904762;25,27;4,3
306;286-01-5402;A;Tupã;Normal;Feminino;esportes e viagens;40,23;7;14,0805;295,6905;3/30/2019;13:22;dinheiro;281,61;4,761904762;14,0805;9,6
307;803-17-8013;A;Tupã;Member;Feminino;casa e estilo de vida;88,79;8;35,516;745,836;2/17/2019;17:09;dinheiro;710,32;4,761904762;35,516;4,1
308;512-98-1403;A;Tupã;Member;Feminino;acessórios eletronicos;26,48;3;3,972;83,412;3/21/2019;10:40;carteira eletrônica;79,44;4,761904762;3,972;4,7
309;848-42-2560;A;Tupã;Normal;Feminino;acessórios fashions;81,91;2;8,191;172,011;3/5/2019;17:43;dinheiro;163,82;4,761904762;8,191;7,8
310;532-59-7201;B;Adamantina;Member;Masculino;esportes e viagens;79,93;6;23,979;503,559;1/31/2019;14:04;dinheiro;479,58;4,761904762;23,979;5,5
311;181-94-6432;C;Presidente Prudente;Member;Masculino;acessórios fashions;69,33;2;6,933;145,593;2/5/2019;19:05;carteira eletrônica;138,66;4,761904762;6,933;9,7
312;870-76-1733;A;Tupã;Member;Feminino;alimentos e bebidas;14,23;5;3,5575;74,7075;2/1/2019;10:08;cartão de crédito;71,15;4,761904762;3,5575;4,4
313;423-64-4619;A;Tupã;Member;Feminino;saúde e beleza;15,55;9;6,9975;146,9475;3/7/2019;13:12;dinheiro;139,95;4,761904762;6,9975;5,0
314;227-07-4446;C;Presidente Prudente;Member;Feminino;acessórios eletronicos;78,13;10;39,065;820,365;2/10/2019;20:51;dinheiro;781,3;4,761904762;39,065;4,4
315;174-36-3675;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;99,37;2;9,937;208,677;2/14/2019;17:29;dinheiro;198,74;4,761904762;9,937;5,2
316;428-83-5800;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;21,08;3;3,162;66,402;2/9/2019;10:25;dinheiro;63,24;4,761904762;3,162;7,3
317;603-07-0961;C;Presidente Prudente;Member;Masculino;acessórios eletronicos;74,79;5;18,6975;392,6475;1/10/2019;11:34;dinheiro;373,95;4,761904762;18,6975;4,9
318;704-20-4138;C;Presidente Prudente;Member;Feminino;saúde e beleza;29,67;7;10,3845;218,0745;3/11/2019;18:58;cartão de crédito;207,69;4,761904762;10,3845;8,1
